Comments,Type
"series looks highly informative, i&#39;ll support you in any way i can, might buy the course as well.",1.0
you are doing  amazing job sir by providing such a good knowledge for a students who want to learn . very good videos,1.0
 thanks a ton for creating this series.,1.0
amazing tutorials buddy! i have improved a whole lot because of you. can we have a tutorial project on medicals? like heart disease dataset or cancer detection dataset.,1.0
"wa oh my favorite instructor and mentor code basics is back for good in deep learning , now finally am going to understand the deep learning concept for real.am so so super  excited now , this is a fantastic  news,going to watch the whole series to the end.",1.0
"always with a great content , thank you sir",1.0
thankyou for this series keep doing such a great work motabhai ,1.0
do you have videos for image segmentation using u-net vs fast r-cnn? i want to learn them comparatively.,1.0
"dear sir, can you make some videos on aspect based sentiment analysis using deep learning approaches",1.0
hey mr.dhaval. the content you create are appreciated by many. in-fact  i&#39;ve  benefited a lot from your tutorials.will be much obliged if you can tell me how you request nvidia for their gpus.,1.0
"sir,thank you so much starting the deep learning session...looking forward for all the dl playlist & projects.",1.0
thank you so much for starting this series. really looking forward to it. !!,1.0
"you are amazing man keep going, nice work, easy understanding within less time",1.0
thank you so much! you are truly amazing ,1.0
thank you sir for creating this series..,1.0
"hello sir,i am new in python, my question  is what is the best interpreter  can use for data engineer jupiter  or pycharm  or is there any other option.",1.0
this will be the one of the most fav series big brother....i am not gonna skip a single minute of this seriesexcited,1.0
"thankyou sir, i can&#39;t express my gratitude and respect for you.",1.0
please use dnn algorithms to calculate accuracy of datasets,1.0
yes... finally completed basics pandas and ml series as  you mentioned sir... excited to go in deep learning...,1.0
"thank you sir for the great tutorial. i am searching good book on machine learning, artificial intelligence, deep learning through python, image processing through deep learning",1.0
congratulations sir!....u actually deserve the same.. kudos,1.0
you are a beast of a teacher! thank you!!!,1.0
"sir,having one question does we need to have very good maths skills for entering into ml or data scientist profile?",1.0
love the way you explain in a poliet manner ,1.0
"sir, do you cover a little bit of maths behind nn? as you did in your ml tutorial....",1.0
"u guys, i love your explanation on this serious thank you very much!",1.0
thanks for all the efforts. looking forward to this series.,1.0
another great series on ml with dl from your stable . thanks a lot,1.0
"strange - why does not this channel shows up when i am looking for ""tensorflow tutorials"". looking at the comments, i am sure this is a great series. just thought of highlighting it. thanks for the amazing content",1.0
expecting more information as usual from you .. minimum 20 min video,1.0
big thank you for all the effort you take.lot of things i am learning from this .may god bless you,1.0
genuinely such a great teacher. what a resource!!,1.0
thank you very much sir for explaining such complicated topics in simple way,1.0
nice video as always . i have a question though . i trying to buy a laptop for cad as well as programming . i only just moved into the world of computer vision /machine learning and was wondering if hp that is supposedly coming later this month with ryzen 4800h and 2060 will be an intelligent buy. i read that ryzen doesnt support avx512 instructions etc ...can you throw more light on this for me ? thank you.,1.0
