Comments,Type
thank you very much for making this content so digestible and accessible! great job!,1.0
"this is an excellent presentation! not only was it lively, but the information was useful and presented in a concise way. thank you so much!",1.0
that was &quot;dirty and nasty&quot; and very easy to follow.  thanks derek and kerryn for such invaluable work. it&#39;s gobsmacking that this is free content.  you are doing the lord&#39;s work. thank you so much.,1.0
"loved the video! you both are great, so motivating. wish it was so easy, as you described :d",1.0
thank you both for your wonderful presentation on this specific topic which is not easily understood by most of the people when they are step into research field. this is the most wanted topic for all. crystal clear explanation along with explicit examples last but not least you ended up with a great summation in nutshell. once again thanks a million for chosen this specific topic for us. ,1.0
"thank you guys for an enjoyable session. very useful, informative and to the point. a1 video tutorial in my book. keep doing these wonderful videos. subbed and liked.  cheers to both karen and derek. from vizag (southern-east coast of india)",1.0
just want to appreciate the efforts you both have put in to make things simpler and comprehensib.,1.0
this video really helped me a lot in my master&#39;s thesis. i struggled to find the connection between parts of the thesis and have a deep understanding of a thesis frame. thanks for making things easier for learners like me! love you guys big times! my love from vietnam!,1.0
the must-know research information well packed together. thank you so much to both of you!,1.0
currently undertaking my dissertation and after this video i feel much clearer and confident in what i need to do next . thank you,1.0
"thank you so much for such an easy-to-understand session. i am a young researcher, just starting but with a passion for research, and this has been of great help.",1.0
"this was absolutely valuable, simplified and understandable",1.0
"learning made easy, these guys are great lecturers, thanks for making understanding research methods much more discernable and interesting",1.0
this was extremely informative at this stage of my research thank you so much .,1.0
"well done, karen and derek!  i am glad to learn from you on methodologies!",1.0
"i don&#39;t mean to be sarcastic but in all sincerity i found this much more helpful than what i got from my original dissertation class. thanks, thanks, and thanks again for your good job.",1.0
i&#39;m an undergraduate. this content is very helpful. is there a video on calculating the sample size?,1.0
"i took education research in 2019, and i wish i could have watched the video at that time because grad coach does a great job summarizing and explaining complex material into something that is easier to understand.  i still made an a in the course, but i would have preferred to use the presentation because it would have made it more relevant instead of just studying concepts.",1.0
i have watched your literature review and methodology and finished those sections of my theory. now waiting for other sections like discussion and conclusion. thanks a lot!,1.0
thank you so much. i am so grateful that you discuss everything so clear... now i understand it...,1.0
"this is so important for me, i am teaching lao college students to conduct their study on various topics. in my generation i was not taught how to do something like this, i mostly learn everything from experts like you are. so, thank you so much for sharing.",1.0
"so much love for this channel! it&#39;s very helpful. i also appreciate the how the language was used so that it will be easier for everyone to understand. i just hope that you could also breakdown every research chapter and give some tips. i alreay watched the other video re the rrl, it was very helpful. i&#39;m looking forward for more research contents.",1.0
this class is so awesome. thank you so much for clarifying all these essential terms for my thesis.,1.0
"fantastic video lecture. great starting outline. also confirms that the first draft of chapter 3 is written in the future tense  &#39; how will you go about answering your research questions...&quot; what research design decisions will you make upfront. once you execute the plan, have the data and do the analysis...chapter 3 is written in the past tense...explains what you did. you guys are awesome!",1.0
"this is  what i have been looking for all the years, thank you and keep the good work up.",1.0
"when my prof gives us the handouts were a sort fragmented, but now because of your amazing explanation things  are making sense . thank you",1.0
im undergrad and i found this really helpful. thank you so much!,1.0
"a comprehensive video, which covered nearly all complex rather confusing topics &amp; make it understandable. thanks a lot.",1.0
very useful ! made my life easier and expedited my approach to dealing with my methodology  chapter ! the research philosophy explained nicely . loved your other video on common methods used to analyse qual and quant data. honestly i was very green ! student always think that they must choose a method they are familiar with and not allow their research questions and purpose  dictates.,1.0
great lecture guys and the examples are really practical and easy to grasp,1.0
"this is gold, thank you guys. have you guys did the analytical framework yet?",1.0
"all we do is qualitative research, and this video explains it perfectly!",1.0
"god bless both of you, you saved my sanity! clear explanations.",1.0
fantastic explanations from you both sides and i appreciate yours&#39; effort as well,1.0
"thank you so much, you both are awesome this was properly simplified with lots of information.",1.0
this was really interesting and helpful. thanks grad coach.,1.0
"i wish to express my satisfaction as the session was educative, simplified and well understood. this calms my nerves. i valued the presentation and i will recommend this site/video. thank you so much for your time and talent.",1.0
thank you for sharing this in a way that people can understand ,1.0
"this has been so helpful,  very simplified. thank you so much",1.0
"wow, this is awesome i really appreciate and more enlightened about what methodology is about . thanks so much, you guys are doing a great job.",1.0
"i really like your presentation style, specifically how you recap and keep the discussions flow smoothly, but i think you might have to consider breaking this huge content into different clips",1.0
"thanks a lot for sharing this material, it is very helpful and to the point. your effort is highly appreciated.",1.0
"quite educative, guys! thanks for sharing.",1.0
watching this for my engineering research paper. explained things so so well,1.0
"i do like the content, the interview and absolutely love the recaps and summaries, because some sections had lots and lots of information. then, not for criticizing, but sometimes it annoys a bit to hear &quot;yeah&quot;, &quot;right&quot;, many times while her interventions. at last but not least, thanks for guiding many of us in how to determine a research methodology :3",1.0
this was a very good breakdown of the research methodology. thank you so much.,1.0
thank you thank you thank you a lot  you were both a great help for me i do really appreciate it ,1.0
"this is amazing... i just learned so many new things and going to what all of the videos here to prepare me for my thesis and i might book for a section if necessary. once again, thank you so much",1.0
"thank you so much, i passed my research proposal with flying colors using the one of your videos and now i&#39;m on to the research project in the form of a content analysis, could you please direct me to where i could find more information on how i would go about doing it.",1.0
"i needed this today!! thank you!! when you have a moment, could you do a video on analytical frameworks? million thanks from our ma class at wits ! ",1.0
excellent presentation with relevant examples!,1.0
"so informative. thank you so much @grad coach, you are appreciated.",1.0
research method and methodology  are two distinct things as i heard. could you please elaborate more on this difference between method and. methodology,1.0
"appreciate both of you, thanks to karen for helping me to sortout my problemswhere i stuck and makes the things easier for us. thank you!",1.0
you guys are so helpful. bless yall!,1.0
"i really enjoyed this video, keep-it up grad coach and i will surely book a session with one of the coaches soon! thank-you once more",1.0
a fantastic video that made my concept so clear. i am always a great fan of gradcoach!!! lots of love from bangladesh.,1.0
"i must confess that i really enjoy nd appreciate this video, it is indeed educative and excellent. thank you very much",1.0
what an informative session thank you,1.0
appreciate your effort in making this great learning piece..,1.0
absolutely great! thank you so much.,1.0
"i enjoyed and learnt a lot from the video. if i may ask, what does writing research or research proposal in a scientific way mean or entail? the scientific process? thank you. difference between research methodology and methods.",1.0
this information is extremely helpful. i am using this resource to complete my research proposal. thanks for sharing. i also shared this link with my colleagues at school as well.,1.0
"loved this video. so informative and useful, thank you!",1.0
amazing video. very beutifully explained and very interactive.you guys are amazing. the guest scholar is awesome and so charming.thank you,1.0
thank you very much for your wonderful and informative research discussion.,1.0
this video clearly explains the research processes and helps me to build my confidence for my upcoming research project. much appreciated,1.0
thank you very much for making this topic so clear.,1.0
"well your combination derick and kerryn makes all things get crystals, i like how &amp; when you go back to recap in a most lay man wavelength. i love you guyz, thanks grad coach",1.0
absolutely phenomenal!,1.0
"in my opinion, shorter and solo videos are a lot better. can you please redo this video in the same format as the &quot;how to write a literature review in 3 simple steps &quot; one?",1.0
this is brilliant - thanks a lot!,1.0
thank you very much gradcoach. really made my work easier.,1.0
"kerryn, i love the way you explain things. can&#39;t take my eyes off you, your energy is contagious, thank you so much for this very informative video. ",1.0
this has been such a great help!!,1.0
"what a great video, most instructive. thank you so much!",1.0
"amazing presentation, very simple and informative, thank you ...",1.0
"so informative, concise and clear...thumbs up",1.0
these are such great videos! thanks a lot!,1.0
thank you derrick (sorry if misspelling). this video article is so much helpful to me. thank again you and dr. warren.,1.0
thank you!!! this was so so valuable,1.0
splendid guys! will share this to my students. thank you!,
in descriptive research design the area determined for data collection can be large as compared to conclusive research design because descriptive research searches for knowing the characteristics of population so that&#39;s why?,1.0
"dear sir, it&#39;s my heartly request to please make video on business environment as well. with regards. ",1.0
what are problem solving methods in research ?,1.0
nice keep it up but plz use colourful pens,1.0
sir please iss subject ka pura video bana dijiye it&#39;s my request ,1.0
best source of distance learning,1.0
video starts at 2:00,1.0
tipic starts from 2:05,1.0
recent advances in research: https://www.youtube.com/playlist?list=plseibhotypisvotakrsorp_7denwx3ai3,1.0
"your videos are very good, but i have a language barrier problem. i don&#39;t understand hindi. can you make your videos only in english?",1.0
nice lecture,1.0
good job,1.0
it is causal relationship...not casual,1.0
financial management ki bhe,1.0
microbiology wala pake sok shta 11 baje quiz wala,1.0
thanks sir plzz aur vedios uplode kr dijiye,1.0
plz use dark pen,1.0
which book do we follow?,1.0
kal  hain paper na ?,1.0
aaj h mera paper 2 baje ,1.0
sir aapki handwriting samajh nahin aatibaki aap bahut easy language may explain karte ho,1.0
plz explain little bit more in hindi just don&#39;t read lines,1.0
pls using dark color of pen,1.0
or units kab ayygi,1.0
koi mrko plzzz bta dega ki mai research methodology mei kese pass hou,1.0
kl ha na paper&#39;,1.0
kal paper hai na ?,1.0
sir ya pancil wala sahi sa dikhta ni h app colour pan use keya kro,1.0
pakistan q attack karyb ga lol ahahha,1.0
you need much more preparation for video making,1.0
yar ekhi chiz btae ja rha age btao n,1.0
ap ki writting boht gandi ha samaj ni a rahi,1.0
thank you @college tutors.... ur defining way is easily understand nd the very helpful in my bba exam  ,1.0
can u please make videos on another topic of research methodologythat is-the design of researchsampling designprocessing &amp; analysis of data,1.0
thank you very much sir for uploading the video ,1.0
 thanks for your time in making these videos,1.0
thank you @college tutor.... reallyy vry helpul...amazing ... keep going.... ,1.0
tq..,1.0
thank you so much sir,1.0
bro types of research or ache se smjha skte the aap.,1.0
bhai m bhaut tensd thi kaise krunfi but apki vedio dkhke m thoda stress free hui thankyou alot,1.0
sara subject clear ni kia hai sir?baki topics ki video ni mili is subject se realted ,1.0
nice,1.0
research methodology ke proper notes mil skte hai kya sir..,1.0
i need to research meth notes,1.0
sir aapke handwriting samajh nahin aatiaap bahut acche se explain karte ho sir thank you,1.0
your writing is not clear.,1.0
thank youuu so much for explaining such topics . yt pe bahot kam hai research methodology ke lectures and i have my paper tomorrow .so i followed your playlist . really thankful ,1.0
thank you sir . studying for bba third semester in kerala so useful,1.0
great video. enjoyed.. i am writing a research paper on customer service.. can i do a narrative review..  i have identified the research gap..no study has been done on best practices and challenges in customer journey mapping ...can i write narrative review paper without any research methodology...just writing review of literature section and then explaining  best practices and challenges and conclusion...appreciate your reply,1.0
"sir, upload second unit- research design please...",1.0
"can you please make videos on sampling, measurements and scale, questions designing. as soon as possible.",1.0
sir upload unit 2 also,1.0
sir if you could just explain how to formulate problem with an example that would be of great help i have joined your whatsapp group,1.0
thank you so much sir,1.0
thank you sir,1.0
thnku bhaiya,1.0
research objectives,1.0
mujhe jaise vi exam pass karni hai to ye videos bahut healp karegi i think,1.0
sir request hai plzz mic purchase karlo kyu ki voice quality bhot bekar hai,1.0
types ton btai ni apnee,1.0
"not able to join your watsapp group, its full",1.0
please cover the other units....as soon as..,1.0
sir is this unit 2 or 1,1.0
business environment par bhi bana do sir ,1.0
please provide more videos on this subject,1.0
first u teach unit 1 and after u jump on to the unit 5 and didn&#39;t even clarify about the unit.,1.0
you should make updated videos of the subjects as this semester the syllabus of research methodology is more than you explained in the videos. the videos cover a very less part of the syllabus.,1.0
very easily explained thanks ,1.0
tnq so much but it&#39;s so easy broeasily understand to everyone who study rm,1.0
thnx sir .... nice video ,1.0
it&#39;s so easy and very clear thank you so much,1.0
sample questionnaire appendix me lagate h?,1.0
can i write this as legal research report,1.0
"research methodology playlist mein saare topics kyun nhi hai, like sampling, hypothesis, error, and many more",1.0
please provide all the topics,1.0
khatarnak video ,1.0
good sir,1.0
katai zehr ,1.0
sir plz try to make videos on other units,1.0
4:20 start,1.0
i m preparing for phd entrance in education,1.0
3unit,1.0
sir pls tell important topic for exam,1.0
yr..shaam ku taim se aa jaiye live class leke...kahi aawe raat ko 12 bje..humein yaad bhi krna pade....pher 12 bje uska koi fayda na hota kyu yaad tabja hota ni..!!!,1.0
sir ye playlist me add kr de,1.0
,1.0
"the first course that really makes sens and is short and on point, no extra fancy words. love it.",1.0
loved edureka since i found out the channel many months ago.. i am extremely thankful for the costly courses given by edureka for free on youtube. love you guys.,1.0
"this is very wonderful thank you for taking the time to do this. i am already on a full-stack course, but i will definitely learn this to solidify my knowledge",1.0
worthy 10 hours you guys deserve much moree,1.0
"this tutorial video is really amazing, rather the entire channel consisting of tutorial videos on different technical topics is amazing  it&#39;s my request to the edureka if they can also upload the codes and notes of the videos they upload like of this one, it will be very kind of you ",1.0
thank you so much for such a great course. i complete this video course in one week. but i learned a lot from this video.  you guys are great,1.0
this is my first edureka video... and i subscribed in the first couple of minutes... a totally worthy 10 hr video. thanks for the efforts!!! ,1.0
wow this course is amazing. you explain it so well. definitely going to follow the entire course. thank you so much. do you also offer guided online courses as well?,1.0
this is the best web development tutorial i have ever come across..covers all the important stuff at an easy to understand pace!,1.0
hats off to @edureka! for sharing this video. you are doing a great service to the society and that too free of cost. god bless!,1.0
i am so blessed to be born in an epoch where you can learn almost anything in the world for free. i mean how could you not charge a single rupee for the video? bless your channel <3,1.0
"you guys always my frst choice   n i knew this already , edureka is the best.... thank u for such wonderful work n undoubtedly that this 10 hrs will definitely make people to understand better ",1.0
this is where i belong. omg! i am learning so fast and easily with your help.  it should be illegal to give all these precious contents for free. i sub and recommend your channel to all my acquaintances. thank you so much edureka! blessings .,1.0
why not more such videos latest they are damn useful ,1.0
"2:08:15  10th std doesn&#39;t have physics, chemistry, and biology as separate subjects.  btw course is wonderful.  i loved it. thanks to the creators for making this awesome course. thank you very much",1.0
"you have everything in one video, keep it up with the great content.",1.0
"hi, this is very helpful for learning web development in depth for beginners. it will be great if you can share these practical html files ",1.0
unbelievable !!! you guys are helping a lot.thank you so much,1.0
i am very thankful  to edureka uploading the video...it is  very helpful  for  those who cann&#39;t afford the fee.. please upload some project video on php python or java...,1.0
thank you so much!! edureka!! it is really helpful for me and i hope it will be also helpful for the future genarations !!! lots of love and best wishes for future!,1.0
nice video..you are doing great..since i also run education channel but also love to see other youtuber who are educating people worldwide. keep the good work ,1.0
thank you edureka! for responding to my question with these full packed video. its well explained and helpful. this worth a fortune,1.0
wow! this video with simple explanations has really clicked with me. ,1.0
"your all provided information is very useful to me, please continue your great work for helping us, good day (: learn seo",1.0
"hats off to @edureka! for sharing this video.it&#39;s my favourite tech channel!!! i am recommending to everyone,you are doing a great service to society and that too free of cost. god bless!",1.0
thanks edureka team for this great course! you made my day! :),1.0
"edureka, u are doing a great job teaching a course that most websites make u pay for free, i just wanna clear one doubt about the null and undefined type, what are the differences?",1.0
"thanks a lot, very amazing lessons",1.0
just started today and it found amazing!! thanks for your efforts to help people around the world.,1.0
loved it.... u guys deserve it,1.0
the only channel who teaches us  every single thing clearly,1.0
thanks a lot for this quick and detailed course. it helped me a lot.,1.0
"perfect video, thank you edureka teachers ",1.0
"this is crazy!! a fullstack web developer course, simply incredible!! thank you all at edureka!!",1.0
"awesome tutorials as usual, from ur subscriber, keep rocking, also more devops and cloud ones pls",1.0
you guys are doing really great work. thank you so much,1.0
very nice and amzing tutorial hope to watch more ,1.0
u are truly a kind person to give such a knowledge for free . you are the best ,1.0
"it is the best web development tutorial in the world, it is still watched by a lot. the video is easy to learn and understandable.",1.0
"thanks a lot for this video, you guys are doing great job... keep it up",1.0
"great job, awesome tutorial, it was really helpful, more power to your elbow...",1.0
you are the best teacher for me to teach me web development. your content and way of teaching is best.,1.0
"keep rocking guys, thank you making lockdown a gain",1.0
i am bca student and i love web designing...development....and thanks a lot for ur superb video!!,1.0
thanks edureka for the great content request: please do a web development part 2,1.0
"thank you for this informative video, love it!",1.0
a lot of thanks to edureka family... you all are great... i learned various topics from your channel which would cost me more than 5000 on another platform. thank you edureka.. you all are great i don&#39;t know how to thank you really you all are doing great job...,1.0
great video. you can be fast at times but your style is smooth.,1.0
"thanks a lot for edureka teams, really its helped me a lot. salute to all.",1.0
thank you so much for giving this a free lesson,1.0
wooow  you have indeed solidified my passion to becoming a web developer.im very grateful kudos,1.0
i really love the way of teaching. and i feel great studying from edureka,1.0
"the content is explained clearly..you guys are giving costly courses free on you tube that is simply awesome....you guys are doing amazing job.....all the very best....happie to see such super channels on youtube is become rare one.. .eventhough, i found out edureka!  thankyu team thankyou so much",1.0
nice video :).... but i have a doubt can you plz solve it what is the difference between soap and rest?,1.0
awesome. this is awesome. thanks so much for sharing the resources! :),1.0
thanks a lot guys...i searched udemy and coursera a lot but didn&#39;t get any satisfactory course ... and here u r on youtube for free...u guys are gr8... kudos!!!,1.0
"oh my god it&#39;s awesome u guys are doing great help for many people by uploading ,,thanks a lot..more in-depth videos needed ..coz many of us can&#39;t afford online courses",1.0
as soon as i found this channel i feel blessed.uh guys have soo special place in heaven ..thank u edureka ,1.0
"thank you a lot for this video. this is very interesting and informative. keep posting like those amazing videos, this is awesome.",1.0
am so glad for the great privilege to know you  your work is your pride you aim to help people achieve greatness i cant compensate you enough.,1.0
"you are really awesome edureka,lot of thanks ",1.0
"1:46 html
2:03 what is html?
2:45 structure of html
3:38 html editors
4:21 writing a html program
5:14 doctype declaration
6:30 elements
15:40 html forms
30:55 css
30:54 what is css?
31:59 css syntax
32:32 css selectors
33:54 css box model
34:31 css units
1:34:26 javascript
1:35:01 what is javascript?
1:36:46 javascript stats
1:37:34 what can javascript do?
1:38:58 javascript framework
1:41:44 top websites built using javascript
1:42:10 benefits of javascript
1:44:21 javascript fundamentals
1:51:23 javascript variables 
1:52:59 javascript constants
1:52:58 javascript data types
2:03:31 javascript objects
2:09:30 javascript functions
2:12:38 javascript conditional statements
2:18:35 javascript loops
2:27:36 javascript switch case
2:30:34 jquery
2:34:21 why use jquery?
2:36:51 getting started with jquery
2:39:31 dom
2:40:19 jquery selectors
2:47:58 jquery methods
3:20:58 jquery effects
3:36:46 jquery ui
3:45:25 angular
3:51:56 what is angular?
3:56:44 single page application
3:58:31 angular 8: what&#39;s new?
4:02:03 angular project setup
4:06:16 writing the angular first app
4:21:32 what is typescript?
4:22:59 integrating ext css
4:32:53 angular components
4:55:38 data binding
5:06:51 event binding
5:25:20 using built-in directives
5:44:37 react.js
5:45:57 why reactjs?
5:50:14 introduction to reactjs
5:53:39 advantages of reactjs
5:54:10 reactjs installation
5:59:37 rasctjs fundamentals
6:00:17 jsx
6:04:30 react components
6:09:12 react props
6:11:49 react states
6:16:54 react lifecycle
6:22:34 react events
6:31:06 react refs
6:38:47 react keys
6:39:48 react routers
6:52:14 node.js
6:53:24 what is node.js?
6:54:43 features of node.js
6:55:34 node.js architecture
6:57:27 npm
6:58:58 node.js modules
7:01:04 json file
7:06:00 node.js basics
7:08:12 node.js operators
7:10:21 node.js functions
7:11:42 node.js objects
7:12:34 node.js file system
7:16:21 node.js events
7:27:11 node.js http module
7:28:14 express.js
7:29:29 node.js demo
7:41:13 mean stack application
7:44:51 crud operations
7:44:56 restful api
7:45:39 contact list mean app
9:00:49 mern stack applications
9:03:15 mern crud
9:04:02 mern application to-do list app
10:05:10 how to become a full stack web developer?",1.0
"this is really admirable video. i&#39;ve learnt a lot from this informative video. but, one thing knocking in my mind. what&#39;s the model of the pc you&#39;ve used in this video for web design & developing.",1.0
"superb , amazing, mindblowing, and very useful tutorial",1.0
just saw this channel. came in recommendation. can&#39;t believe that the reason for which i am preparing for jee is available for free. thank u so much,1.0
thank you edureka for this awesome video everything thing is explained so properly,1.0
"such wonderful course thank you very much 
edureka!",1.0
i loved this class,1.0
i am a mechanical engineer. i am at home these days die to corona. so i started studying web designing from this tutorial. thank you very much edureka.,1.0
thanks a lot... i need a full fledged course on react.. and here it is... thanks a lot...,1.0
thanks a lot  may god give more power to you ,1.0
respect for you guys for helping me get some kind of career starter thankfull for the chanel <3,1.0
thank you very much! this course is helping me allot. keep up the good work  from pakistan ,1.0
thank you edureka for providing such useful information on web development.,1.0
really informative and interesting i have learnt a lot.thanks,1.0
absolutely fantastic this is the best channel for learning html,1.0
finally i found full web development lesson without fee.,1.0
"when i saw full course, i completely shocked! really well done course. incredibly large amount of content contained in one course. thanks for making the course - easy learning",1.0
"wow so great thank you very very much for this lectures , i relay appreciate you guys may god bless u all.",1.0
these ten hours are worth ten tonnes of gold,1.0
i really enjoyed watching the video and i have learned a lot.i also have the desire to go to tech. industry .what are the things i need to do to motivate myself the more?.,1.0
really appreciative work...,1.0
there are some keyboard tricks u have used while typing. please do share that too. and thank you very much for such a nice session!,1.0
thanks for the biginners guidance  very useful vedio ,1.0
"hello! could you please share all the codes explained in this video?, this course is absolute gold!",1.0
100000000000 blessings to edureka  cant express feelings speechless,1.0
thank you for such a wonderful free content,1.0
loved the content....although i guess it is a little fast paced for beginners,1.0
"wow! how is this possible without taking any money from youtube user. they just upload a video for us without taking money.... amazing edureka salute bro please keep uploading such kind crash and long duration videos ... also upload about machine learning, ai,(long duartion please free)",1.0
"you are awesome. you always win my heart by making such a post.i see your videos and your videos are helpful, crystal clear consise, clean.thanks a lot.edureka is favorite youtube channel.",1.0
"this channel really deserve support, a great one, thanks for all",1.0
"the const makes a constant reference to a variable, not a constant varialbe! a lot of people don&#39;t know that difference! we declare objects and arrays as constant variables, but we can push and pop items in arrays. we can manipulate an array, but we can&#39;t do this: const array = [1,2,3,4]; array = [4,5,6]; we can&#39;t initialize the array again. the const, as well as let variables have a block scope!",1.0
thank you so much sir....it helped me a lot...,1.0
i was searching for a channel like this which gives service at free of cost. finally i&#39;ve got.  i want to be a successful web developer and i wish i could...inshaa-allah. take  from core of my heart.from bangladesh...,1.0
you people are doing great work......,1.0
the only video where i could learn with interest and not getting bored at all thanks a lot @edureka,1.0
thank you so much edureka for giving free session on youtube  for most  useful programming language yours explination is very talented  and understanding,1.0
"great job,bro it&#39;s useful for more students and do videos for software testing and selenium please",1.0
thank you so very much this tutorial is excellent. please how can i get certification from you or your organisation.,1.0
thank you  you helped me a lot! ,1.0
hats off to every single person behind this .what a great world we living in today ! .  thank you so much for all your efforts .,1.0
"highly respected sir,  i personally appreciate you for the awesome job you&#39;re doing.  according to me, you have the best explanation i have ever come across on youtube. god bless you!",1.0
"omg!!! i thank you and am blessed to have found your channel.  i promised myself to stop being afraid of the computer and to make the effort to learn how it works so that i can confidently be at ease with it, instead of all the anxiety.  this is the most patience and worthy series i have come across.  thank you sir.",1.0
"very well explanation. just a little correction. linux represents a wide variety of oss based on the open source linux kernel. so, i think would be good showing just linux and then telling about its different flavors/distributions like ubuntu &amp; debian. ",0.0
"from a non-technical standpoint, i thought this was so easy to understand. can&#39;t wait to see what i know at the end of the lecture series ",1.0
timestamp0:30 an overview of os 2:09 what operating system do 12:17 functions of os14:00 goals of os,1.0
"my lecturer uploaded this video as a reference source before starting the session.so nicely , clearly and well explained in a simple manner.much helpful",1.0
"tbh, i&#39;m taking os recently as undergrad and i can&#39;t explain how immense this tutorial has been to me. thanks guy",1.0
it is a great pleasure to find neso academy lecture on os. i can&#39;t thank you more for such a great works respects ,1.0
"videos are really good &amp; explanatory, can you please make videos on :1) batch processing2) time sharing3) real time sharingvideo should include definition, comparison &amp; advantages, disadvantages of these there ",1.0
i love that you made us see why the os is necessary instead of just telling us what it does.,1.0
"very nice and lucid explanation. though i am from finance profession, but have passion in learning concepts of cs ",1.0
"thanks sir! i was looking for a place to get introductions to computer architecture, and this seems to be good place to start. ill go through all your lessons. thank you!",1.0
thank you sir .i&#39;m a freshman software engineering student and you explained it way better than my computer science teacher..,1.0
i&#39;ve never seen this type of explanation sir !your way of explaination is much better than anyone ,1.0
"no words to say instead of thank you , u guys are put lot of efforts to teach every topic in ur channel. i really appreciate. u r developing not ur channel , developing many software engineers....",1.0
your thoughtfulness is a gift i will always treasure. you&#39;re the best lecturer i&#39;ve ever seen .,1.0
"sir, thank you for a brief and   the best explanation i have heard on youtube. more power to neso academy",1.0
the os series helped me alot to get good marks in my semester exam. thank you neso academy!!!!!,1.0
great content really helpful. you are helping me learn so much about operating systems because i have just took this course in my university. can&#39;t get any better teacher. please expand this series and take this from just introduction to more intermediate stuff. i would like that and watch it. also will promote your videos in my class discord they need to see them.,1.0
"are you going to publish more videos on operating systems in the near future? will you fully cover the topic of oses? can you make videos for microprocessors(preferably, arm architecture)?  thanks.",1.0
bestest platform and bestest explanation sir.... hatsoff to all teachers of neso academy..... best channel for knowledge and concept clearance and problem solvings....,1.0
i am so lucky that i found your lectures. thank you for providing such great lectures,1.0
"compiler is not used to write the  code, it converts high-level-language (the code which we write) into low-level-language(machine language) for machine to understand the sets of instruction to be performed.",0.0
thanks for sharing this video! i feel every non-engineer who aspires to be a software engineer must learn this. i myself am mentoring people to learn these concepts even though they want to be a full stack developer because i see the importance of this!,1.0
ill be watching the entire series. absolutely fantastic,1.0
i am so lucky that i found your lectures. thank you for providing such great lectures on os,1.0
sir your content is really good.please complete the series before the semester i.e before may,1.0
"thank you sir, it was an easy  yet affective elaboration of what actually an operating system is, what is it necessary for computer to function, what is its importance at user end,  what are its goals and what are most common operating systems. pictorial representation was clear and easy. most important, vocabulary and accent is listener friendly.",1.0
just amazing! your every single word is very clear and teaching method is better than that of my boring teachers.,1.0
thank you sir. you are a wonderful teacher. i will request you to please complete c++  playlist.,1.0
"thank you, sir....this lecture of yours really helped me to understand the os  so easily.",1.0
great and simple explanation. the way the information is presented is very memorable. thanks!,1.0
sir please complete the series !!!your videos are very useful,1.0
"an operating system (os) is a program that manages the computer hardware. it also provides a basis for application programs and acts as an intermediary between computer users and computer hardware._x000D__x000D_types of os: _x000D_- batch os _x000D_- time-sharing os _x000D_- distributed os _x000D_- network os _x000D_- real-time os _x000D_- multi programming/ processing/ tasking os_x000D__x000D_goals of os: _x000D_i) convenience _x000D_ii) efficiency _x000D_iii) both_x000D__x000D_functions of os: _x000D_- it is an interface between user &amp; hardware _x000D_- allocation of resources _x000D_- management of memory, security, etc.",1.0
i&#39;m in 4th sem and first thing i searched was neso academy bcz i wanted to see how many subjects of 4th sem is available on this channel this is the best tutorial  channel and the way  u represent is just perfect,1.0
"i was learning operating system and graphical user interface, this was extremely helpful.",1.0
very nice explained ..sir can u create a series of computer architecture...plzzz,1.0
nice explanation on each topic please cover the syllabubs as possible. i thanks your academy and brilliant instructor for your contributions.,1.0
your explanation/lecture is better than my lecturer. thank you sir!,1.0
this is amazing! a simple and clear explanation,1.0
you explained it way better than my computer science teacherno words to say instead of thank you,1.0
"what is the difference between an os and a driver?? both are intermediaries and both are software used to manage hardware. is the driver just for specific devices compared to os?? if you have a clear explanation to differentiate both, i would appreciate it!",0.0
"it is very easy to understand to students but it is much more easy to remember if we have pdf notes so that,we can revise whenever we want. thanks a lot for this videos which makes easy for our study.",1.0
thanks for this amazing content. it seems first my teacher watches these videos and then teaches us because both are similar. but obviously the way you explain it is great...,1.0
great explainationwill this course cover all the topics of os that are being aksed in gate exam?,1.0
awesome videoeasy to understand for beginners thank you so much for providing such important knowledge.,1.0
"for every cse/ec/it students , neso academy is there for them !",1.0
sir your videos are very helpful for me ...and also for all...thanks for that...sir can you make videos about..dbms....if possible then ... inform us ...sir ... thanks....for ur effort..,1.0
great explanation sir...simply awesome...i felt it&#39;s one the best thing that i ve done in this corona holidays...,1.0
"thank you so much for this videos, i just love them. i watched so many youtube videos and courses, but the way you explain is unique. keep going! :)",1.0
"love you neso academy. thank you so much for making awesome video tutorials. it&#39;s helped me a lot. now i can understand easily, better than my institute.",1.0
sir compiler are not used for writing codes..its a language processor which conversts hll source program into lll or machine language and finds the errors symentic syntax error,0.0
"sir your language is simple that&#39;s very helpful to all students... you are one the best man for all students, it simply means you are best",1.0
please sir please....explain the whole syllabus by uploading videos...its 200% very useful for the students,1.0
thank you sir for making videos in this topic..i have the topic in my current semester.. pls make videos regularly. it will really very helpful,1.0
"thank you for this lecture, you have such a good teaching skill. very grateful for this :)",1.0
clear and neat explanation with examples...thank you sir...,1.0
"cool course, love it! where can i find details about each course and it&#39;s lectures? i&#39;m an ee student so i use the lectures to understand the metrial better , but in youtube app it&#39;s all get confused , wich lectures belong to wich course?? aside from that , thanks!",1.0
so so so very much clear and explained every bit of thing  hats off sir. ,1.0
"sir , i completed the course today .. n want to thank you .. it was very helpful .",1.0
"thank you, this is a promising start of these series. can&#39;t wait to watch everything.",1.0
"sir, these videos are really helpful..but pls upload all the videos in this series",1.0
